kid,character,strokes,grade,jlpt,readings,translation,freq,rank
282,緩,15,7,1,カン、ゆる-い、ゆる-やか、ゆる-む、ゆる-める,loosen; lessen; relax; be unguarded; be moderate,27903,1016
38,緯,16,7,1,イ,woof; horizontal; left and right; parallels of latitude; latitude,10135,1423
2108,練,14,3,2,レン、ね-る,gloss; soften; train; drill; polish; refine ,56925,723
1365,緻,16,7,-,チ,fine (not coarse),967,1973
102,縁,15,7,1,エン、ふち,relation; connection; affinity; ties; bond; blood relation; karma relation; fate; destiny; chance; marriage; acquaintance; marriage alliance; veranda; balcony,12092,1361
1023,縄,15,7,1,ジョウ、なわ,rope; cord,41421,860
1641,縛,16,7,1,バク、しば-る,arrest; binding,4189,1707
917,縦,16,6,1,ジュウ、たて,length; height,10352,1416
1851,縫,16,7,1,ホウ、ぬ-う,sew; stich; embroider,2999,1790
923,縮,17,6,1,シュク、ちぢ-む、ちぢ-まる、ちぢ-める、ちぢ-れる、ちぢ-らす,shrink; contract; shrivel; wrinkle,33187,963
1152,績,17,5,2,セキ,exploits; unreeling cocoons,57529,718
1677,繁,16,7,1,ハン,frequency; complexity; trouble ,14740,1280
1194,繊,17,7,1,セン,fine; slender; thin kimono,5679,1614
1037,織,18,5,1,ショク、シキ、お-る,weaveing,72142,625
1203,繕,18,7,1,ゼン、つくろ-う,repair; mend; darn; trim; tidy up; adjust,1126,1955
541,繭,18,7,1,ケン、まゆ,cocoon,253,2098
461,繰,19,7,1,く-る,-,39890,878
251,缶,6,7,2,カン,can,5429,1627
721,罪,13,5,2,ザイ、つみ,sin; crime; offense; guilt; blame; fault; misconduct ,80769,586
1364,置,13,4,2,チ、お-く,place; put; set; deposit; lay; leave behind; keep; have; leave; establish; employ; appoint; post; station; pawn; skip (one day). be formed (dew),161103,312
1653,罰,14,7,1,バツ、バチ,punishment; penalty,17968,1195
949,署,13,6,2,ショ,government office; (police) station,59183,702
1611,罵,15,7,-,バ、ののし-る,abuse; insult; speak ill of,382,2061
1701,罷,15,7,1,ヒ,end; stop; cease; subside; calm down; pass; die out; be extinguished; leave; go off; be abandoned ,1268,1936
2021,羅,19,7,1,ラ,silk gauze; thin silk,5681,1613
1993,羊,6,3,1,ヨウ、ひつじ,sheep,2775,1811
1705,美,9,3,2,ビ、うつく-しい,beauty; grace; charm,150353,332
896,羞,11,7,-,シュウ,feel ashamed,177,2111
468,群,13,5,2,グン、む-れる、む-れ、[むら],group; crowd; gang; herd; swarm; flock; common run,33616,959
1183,羨,13,7,-,セン、うらや-む、うらや-ましい,be envious; be jealous; covet,142,2119
343,義,13,5,1,ギ,justice; righteousness; morality; humanity; integrity; honor; loyalty; chivalry; devotion; meaning; significance,137923,357
60,羽,6,2,2,ウ、は、はね,feather,46076,812
115,翁,10,7,-,オウ,old man; venerable,683,2017
2017,翌,11,6,2,ヨク,next; following,19049,1172
897,習,11,3,3,シュウ、なら-う,learn; be taught; take lessons; practice,71958,626
1888,翻,18,7,1,ホン、ひるがえ-る、ひるがえ-す,turn over; wave; flutter ,7024,1535
2018,翼,17,7,1,ヨク、つばさ,wing; plane; flank,16381,1243
2115,老,6,4,2,ロウ、お-いる、ふ-ける,aging; old age; old people,34640,942
602,考,6,2,3,コウ、かんが-える,thought; consideration; research; treatise ,207299,244
845,者,8,3,3,シャ、もの,person; thing,966424,10
1296,耐,9,7,1,タイ、た-える,enduring,17747,1199
624,耕,10,5,2,コウ、たがや-す,plow; cultivate,10920,1389
1944,耗,10,7,1,モウ、[コウ],decrease,1805,1886
810,耳,6,1,2,ジ、みみ,ear,13234,1329
1128,聖,13,6,1,セイ,saint; sage; great master; holiness,29664,1002
1787,聞,14,2,4,ブン、モン、き-く、き-こえる,hear; listen to; learn of; inquire; follow advice ,204919,246
1416,聴,17,7,1,チョウ、き-く,careful inquiry,47901,793
1038,職,18,5,2,ショク,employment; work; job; office,176796,274
1581,肉,6,2,3,ニク,flesh; muscles; meat; the flesh; seal pad; ink pad; thickness; succulence ,40897,868
1646,肌,6,7,2,はだ,-,6826,1546
966,肖,7,7,1,ショウ,resemble,2335,1849
1710,肘,7,7,1,ひじ,-,87,2128
253,肝,7,7,1,カン、きも,liver,13435,1322
562,股,8,7,1,コ、また,thigh; crotch; yarn; strand; ply,932,1978
783,肢,8,7,1,シ,limbs; arms and legs,6503,1567
1690,肥,8,5,1,ヒ、こ-える、こえ、こ-やす、こ-やし,get fat; get fertile,9128,1458
518,肩,8,7,2,ケン、かた,shoulder,16973,1229
1860,肪,8,7,1,ボウ,fat,3944,1722
612,肯,8,7,2,コウ,agree to; consent; comply with; undertake,2236,1854
40,育,8,3,2,イク、そだ-つ、そだ-てる、はぐく-む,be raised; be brought up; grow; grow up,152386,328
1615,肺,9,6,1,ハイ,lung,12905,1338
25,胃,9,4,2,イ,stomach; paunch; crop; craw,4658,1681
1338,胆,9,7,1,タン,gall bladder; courage,6103,1587
1614,背,9,6,2,ハイ、せ、せい、そむ-く、そむ-ける,back; behind,56732,725
1299,胎,9,7,1,タイ,womb; uterus,2890,1801
1839,胞,9,7,1,ホウ,theca; sac; sheath; case; placenta,17428,1212
1538,胴,10,7,1,ドウ,torso; trunk (of a body); body armor; body (of a suit); drum (of a machine); barrel (of a horse); cylinder (of a drum); bulge (of a bucket); hull (of a ship); hub (of a wheel),2080,1865
408,胸,10,6,2,キョウ、むね、[むな],chest; breast; bosom; heart; mind; feelings,19267,1160
1600,能,10,5,2,ノウ,ability; talent; skill; capacity; noh play; classical drama,212465,236
791,脂,10,7,2,シ、あぶら,fat; rouge,8175,1490
409,脅,10,7,1,キョウ、おびや-かす、おど-す、おど-かす,threaten; coerce,17600,1204
2132,脇,10,7,1,わき,the other way; another place; side; armpit; flank; supporting role,15177,1267
1916,脈,10,4,1,ミャク,vein (of ore); blood vessel; pulse; pulsation; hope,9303,1452
1145,脊,10,7,-,セキ,stature; height,1272,1935
356,脚,11,7,1,キャク、[キャ]、あし,leg; skid; undercarriage,17524,1208
1329,脱,11,7,1,ダツ、ぬ-ぐ、ぬ-げる,removing,41449,859
1601,脳,11,6,2,ノウ,brain; memory,69715,634
1078,腎,13,7,1,ジン,kidney,4246,1702
1754,腐,14,7,1,フ、くさ-る、くさ-れる、くさ-らす,rot; decay; turn sour; fester; corrode; be corrupted; feel gloomy ,7603,1508
2136,腕,12,7,2,ワン、うで,arm,23727,1079
873,腫,13,7,1,シュ、は-れる、は-らす,tumor; swelling,4714,1677
2004,腰,13,7,2,ヨウ、こし,hips; waist; loins; pelvic region; small of the back; haunch; lower-panel wainscoting (lower wall only); stem (of a wine glass) ,13089,1333
1409,腸,13,4,1,チョウ,intestines; bowels; entrails; digestive system in lower animals,5404,1629
1771,腹,13,6,2,フク、はら,belly; stomach ,14645,1284
1184,腺,13,7,-,セン,gland,1803,1887
1756,膚,15,7,2,フ,skin; body; grain; texture; disposition,3847,1733
1901,膜,14,7,1,マク,membrane,4833,1663
1709,膝,15,7,1,ひざ,-,430,2052
1872,膨,16,7,1,ボウ、ふく-らむ、ふく-れる,get fat; get thick; swell ,10921,1388
1202,膳,16,7,-,ゼン,small low table; tray,905,1982
122,臆,17,7,-,オク,timidity; breast; heart; mind,329,2073
1260,臓,19,6,2,ゾウ,viscera; bowels,20504,1133
1044,臣,7,4,2,シン、ジン,retainer; subject,17240,1219
2081,臨,18,6,1,リン、のぞ-む,face; front on; border on; meet; be confronted by; be on the verge of; attend; assist at; deal with; rule over; command a view of; deign to; visit; call on; come upon; come up to ,37189,910
811,自,6,2,3,ジ、シ、みずか-ら,oneself,810019,19
892,臭,9,7,1,シュウ、くさ-い、にお-う,odor; savor; fragrance ,4787,1670
773,至,6,6,1,シ、いた-る,go; proceed; come; arrive; reach; attain; result in; lead to ,21492,1113
1360,致,10,7,1,チ、いた-す,do; send; forward; incur; cause; render (assistance); exert (oneself); engage; call in (a doctor),69700,635
368,臼,6,7,-,キュウ、うす,mortar; hand mill,2657,1821
645,興,16,5,1,コウ、キョウ、おこ-る、おこ-す,interest; entertainment; pleasure ,66165,659
1164,舌,6,5,1,ゼツ、した,tongue; reed; clapper,3874,1731
844,舎,8,5,1,シャ,inn; hut; house; mansion,16572,1238
1822,舗,15,7,1,ホ,shop; store,14308,1294
1762,舞,15,7,2,ブ、ま-う、まい,dance; flutter about; flit; circle; wheel ,60222,694
886,舟,6,7,2,シュウ、ふね、[ふな],boat,5711,1611
625,航,10,4,2,コウ,navigation; cross over,56626,729
1669,般,10,7,2,ハン,carry; all,43597,836
1636,舶,11,7,1,ハク,ship,3063,1786
553,舷,11,7,-,ゲン,gunwale,323,2075
1180,船,11,2,2,セン、ふね、[ふな],ship,60249,693
1456,艇,13,7,1,テイ,small boat,3883,1729
290,艦,21,7,1,カン,warship,17124,1223
2062,良,7,4,2,リョウ、よ-い,good; fine,117671,422
1029,色,6,2,3,ショク、シキ、いろ,color,62087,683
103,艶,19,7,-,エン、つや,luster; glaze; polish; charm,698,2016
45,芋,6,7,1,いも,-,1185,1948
840,芝,6,7,1,しば,-,24138,1070
1045,芯,7,7,1,シン,wick,965,1974
138,花,7,1,3,カ、はな,flower,69449,639
1831,芳,7,7,1,ホウ、かんば-しい,fragrance,11662,1370
498,芸,7,4,2,ゲイ,art; craft; artistic accomplishment; performance; acting; trick; stunt; feat,51423,765
168,芽,8,4,1,ガ、め,sprout; spear; germ,5645,1617
1724,苗,8,7,1,ビョウ、なえ、[なわ],seedling; sapling; shoot,4836,1662
143,苛,8,7,-,カ,torment; scold; chastise,260,2095
860,若,8,6,2,ジャク、[ニャク]、わか-い、も-しくは,if,92809,518
447,苦,8,3,2,ク、くる-しい、くる-しむ、くる-しめる、にが-い、にが-る,suffering; trial; worry; trouble; hardship; difficulty; toil,64615,671
70,英,8,4,3,エイ,England; Britain; gifted person; wit,129557,383
1939,茂,8,7,1,モ、しげ-る,grow thick; be overgrown; be luxuriant,25054,1056
474,茎,8,7,1,ケイ、くき,stem; stalk,978,1968
44,茨,9,7,-,[いばら],thorn; brier,22322,1101
1373,茶,9,2,3,チャ、サ,tea; tea plant; tea leaves; light brown,21104,1120
1225,草,9,1,2,ソウ、くさ,grass; grass hand (writing); weeds; herbs; plants; pasture,34002,950
619,荒,9,7,2,コウ、あら-い、あ-れる、あ-らす,rough; rude; wild; harsh; violent; gruff; fierce ,27378,1022
1224,荘,9,7,1,ソウ,villa; inn,6533,1565
148,荷,10,3,2,カ、に,shoulder-pole load,17583,1205
350,菊,11,7,1,キク,chrysanthemum,13537,1316
433,菌,11,7,1,キン,fungus; germ; bacteria,11520,1374
150,菓,11,7,2,カ,cakes; fruit,6696,1553
707,菜,11,4,2,サイ、な,side dish; greens; vegetables,19424,1156
149,華,10,7,1,カ、[ケ]、はな,flower; petal; shining; luster; China,23238,1085
29,萎,11,7,-,イ、な-える,wither; droop; weaken; be paralyzed; be lame,889,1986
2026,落,12,3,2,ラク、お-ちる、お-とす,fall; drop; come down; go down; drip; collapse; cave in; sink; fail (in exams); be missing; come off; come out; flee; lose popularity; abate; flow into; be inferior; fall unconscious; fade; be captured; be carried away by ,135487,367
2001,葉,12,3,2,ヨウ、は,leaf; plane; lobe; counter for flat things,142216,351
1390,著,11,6,2,チョ、あらわ-す、いちじる-しい,literary work,184898,265
238,葛,12,7,-,カツ、くず,arrowroot; a strong-fiber vine,7997,1496
1240,葬,12,7,1,ソウ、ほうむ-る,bury; shelve,23145,1086
1022,蒸,13,6,2,ジョウ、む-す、む-れる、む-らす,steam; heat up (with steam); be close; be sultry; foment; poultice ,4537,1689
1369,蓄,13,7,1,チク、たくわ-える,store; hoard; savings,9211,1457
204,蓋,13,7,1,ガイ、ふた,cover,637,2023
1806,蔑,14,7,-,ベツ、さげす-む,ignore; despise; neglect; ridicule,356,2067
1258,蔵,15,6,2,ゾウ、くら,storehoure; warehouse; godown; cellar; depository; treasury; granary; elevator,43152,839
1799,蔽,15,7,-,ヘイ,cover; covering; shade; mantle; coat; hood; bonnet; casing; awning,192,2108
1638,薄,16,7,2,ハク、うす-い、うす-める、うす-まる、うす-らぐ、うす-れる,thin; weak (tea); light; pale; faint; scanty; ungenerous ,21675,1109
1193,薦,16,7,1,セン、すす-める,recommendation; advice; encouragement ,14404,1290
1068,薪,16,7,-,シン、たきぎ,firewood,892,1984
465,薫,16,7,1,クン、かお-る,send forth fragrance; be scented; impregnate with,4878,1659
1960,薬,16,3,2,ヤク、くすり,medicine,64142,674
2033,藍,18,7,-,ラン、あい,indigo (blue); indigo plant,3898,1726
1533,藤,18,7,-,トウ、ふじ,wisteria,254146,182
1678,藩,18,7,1,ハン,feudal clan; enclosure,2486,1835
1253,藻,19,7,1,ソウ、も,duckweed; seaweed,1239,1940
563,虎,8,7,-,コ、とら,tiger; drunkard,5877,1604
358,虐,9,7,1,ギャク、しいた-げる,oppress; tyrannixe,14877,1276
388,虚,11,7,1,キョ、[コ],emptiness; unpreparedness; crack; fissure; unguarded position; untruth,13524,1319
2058,虜,13,7,1,リョ,captive; barbarian; low epithet for the enemy,2511,1832
123,虞,13,7,-,おそれ,-,79,2132
1378,虫,6,1,2,チュウ、むし,worm; vermin; bug; insect; temper; nervousness; peevishness; bad company ,11017,1386
1582,虹,9,7,-,にじ,-,1946,1873
163,蚊,10,7,1,か,-,1204,1946
748,蚕,10,6,1,サン、かいこ,silk worm,377,2063
854,蛇,11,7,1,ジャ、ダ、へび,snake; serpent; hard drinker,2437,1838
484,蛍,11,7,1,ケイ、ほたる,firefly,1320,1932
1681,蛮,12,7,1,バン,barbarian,707,2013
1847,蜂,13,7,-,ホウ、はち,bee; wasp; hornet,1418,1920
1915,蜜,14,7,-,ミツ,honey; nectar; molasses; honeydew,773,1998
1984,融,16,7,1,ユウ,dissolve; melt,108091,456
508,血,6,3,2,ケツ、ち,blood,41708,855
900,衆,12,6,1,シュウ、[シュ],great numbers; multitude; populace; companions,92285,521
603,行,6,2,4,コウ、ギョウ、[アン]、い-く、ゆ-く、おこな-う,party; suite; journey; expedition; line; row. religious austerities. ,750313,23
928,術,11,5,2,ジュツ,art; technique; skill; means; artifice; trick; stratagem; resources; magic; conjury ,131760,376
202,街,12,4,1,ガイ、[カイ]、まち,street; avenue; town,36634,918
77,衛,16,5,1,エイ,protection,110244,449
1004,衝,15,7,1,ショウ,brunt; opposition (in astronomy); highway; collision; important point,26549,1036
646,衡,16,7,1,コウ,measuring rod; scales,3278,1774
16,衣,6,4,2,イ、ころも,garment,17482,1210
1718,表,8,3,2,ヒョウ、おもて、あらわ-す、あらわ-れる,table; schedule; diagram; chart; list ,629796,41
1087,衰,10,7,1,スイ、おとろ-える,decline; wane; weaken; abate; decay; wither; waste away,7105,1531
1386,衷,10,7,1,チュウ,heart; mind; inside,459,2047
1304,袋,11,7,2,タイ、ふくろ,bag; bag counter,17171,1222
894,袖,10,7,1,シュウ、そで,sleeve; sleeve pocket; wing(of a building); extension(of a table),3236,1775
1696,被,10,7,2,ヒ、こうむ-る,receiving,158623,317
709,裁,12,6,1,サイ、た-つ、さば-く,judge,187046,263
2104,裂,12,7,1,レツ、さ-く、さ-ける,split; rend; tear; burst; rip; crack ,14118,1300
1241,装,12,6,2,ソウ、ショウ、よそお-う,dress; spruce up; pretend; disguise; profess,65339,665
2040,裏,13,6,2,リ、うら,inside,37372,906
1979,裕,12,7,1,ユウ,abundant; rich; fruitful; fertile,42283,843
1821,補,12,6,2,ホ、おぎな-う,assistant; learner,144396,345
2020,裸,13,7,1,ラ、はだか,naked body; nude; uncovered; only partially clothed; undressed; without investing; leafless; unpreparedness (for a wedding); unsaddled; denuded; bare ,3324,1768
1131,製,14,5,2,セイ,make; manufacture,103775,469
1100,裾,13,7,1,すそ,-,649,2020
1772,複,14,5,2,フク,double; compound; composite; multiple,39101,885
240,褐,13,7,1,カツ,woolen kimono,547,2033
1850,褒,15,7,1,ホウ、ほ-める,praise; extol,2529,1828
442,襟,18,7,1,キン、えり,neck; neckband; collar; lapel,1239,1940
906,襲,22,7,1,シュウ、おそ-う,attack,22855,1092
1109,西,6,2,4,セイ、サイ、にし,west,215897,232
1996,要,9,4,2,ヨウ、かなめ、い-る,main point; essence; aim; secret; need,343227,126
1773,覆,18,7,1,フク、おお-う、くつがえ-す、くつがえ-る,overturn; capsize; fall; be ruined ,10712,1400
1608,覇,19,7,1,ハ,supremacy; leadership; domination; hegemony; supreme ruler; champion,32973,966
516,見,7,1,4,ケン、み-る、み-える、み-せる,hopes; chances; ideas; opinion,719042,28
323,規,11,5,2,キ,standard; measure,125053,401
792,視,11,6,1,シ,regard as,136691,365
218,覚,12,4,2,カク、おぼ-える、さ-ます、さ-める,remember; memorize; learn; perceive; feel; experience; know; expect,65444,663
2031,覧,17,6,1,ラン,see,13536,1317
1069,親,16,2,3,シン、おや、した-しい、した-しむ,intimacy; parents; relative,130969,378
288,観,18,4,2,カン,look; appearance; spectacle; condition; view; outlook,103991,467
211,角,7,2,2,カク、かど、つの,angle; corner; square; squared timber; target,53297,753
191,解,13,5,2,カイ、ゲ、と-く、と-かす、と-ける,explanation; notes; key; excuse; understanding,231535,207
1035,触,13,7,2,ショク、ふ-れる、さわ-る,touching,33402,961
548,言,7,2,3,ゲン、ゴン、い-う、こと,word; phrase; speech; statement,408709,95
1448,訂,9,7,1,テイ,correct; decide,7111,1529
1746,訃,9,7,-,フ,obituary; report of a death,15126,1270
478,計,9,2,3,ケイ、はか-る、はか-らう,plan; scheme; trick; total; meter; gauge ,225855,215
1512,討,10,6,1,トウ、う-つ,attack; defeat; destroy; conquer,84446,567
463,訓,10,4,2,クン,Japanese reading (of a character); explanation of a character; lesson; regulation; rule,22413,1100
1323,託,10,7,1,タク,requesting; entrusting with,26692,1029
316,記,10,2,2,キ、しる-す,account; narrative; history; annals; remembering; writing; the Kojiki,325687,136
986,訟,11,7,1,ショウ,accuse,28689,1011
1845,訪,11,6,2,ホウ、おとず-れる、たず-ねる,visit; call on,91412,526
1159,設,11,5,2,セツ、もう-ける,prepare; provide; establish; found; set up; organize; enact; lay down (rules); get (a child),264570,173
389,許,11,5,2,キョ、ゆる-す,permit; approve; authorize; acknowledge; confide in; forgive; pardon; release; acquit; overlook ,46404,805
1959,訳,11,6,1,ヤク、わけ,translation,26637,1031
1213,訴,12,7,1,ソ、うった-える,sue; complain of (pain); appeal to; have recourse to,127929,390
1062,診,12,7,1,シン、み-る,seeing; diagnosing,36486,919
995,証,12,5,1,ショウ,proof; evidence; certificate,133739,370
689,詐,12,7,1,サ,lie; falsify; deceive; pretend; deceive; cheat ,14705,1283
994,詔,12,7,1,ショウ、みことのり,imperial edict,407,2056
1721,評,12,5,1,ヒョウ,criticism; comment ,103038,472
794,詞,12,6,2,シ,words; poetry,6812,1547
74,詠,12,7,1,エイ、よ-む,poem; song; singing; composing,2523,1830
491,詣,13,7,-,ケイ、もう-でる,visit a temple or shrine,1020,1967
797,試,13,4,3,シ、こころ-みる、ため-す,testing,168464,293
798,詩,13,3,1,シ,poem; poetry,21247,1117
1185,詮,13,7,-,セン,discussion; selection; methods called for; result; effect,125,2124
353,詰,13,7,2,キツ、つ-める、つ-まる、つ-む,be pressed in; be packed; become close; be checkmated,29712,1001
2130,話,13,2,4,ワ、はな-す、はなし,talk; speak; converse; tell; explain ,344648,125
205,該,13,7,1,ガイ,the said,4696,1680
1000,詳,13,7,1,ショウ、くわ-しい,full; detailed; minute; accurate; versed in; well-informed on,22878,1091
572,誇,13,7,1,コ、ほこ-る,boast of; be proud of,14394,1292
1989,誉,13,7,1,ヨ、ほま-れ,praise,23097,1087
801,誌,14,6,2,シ,records; document; magazine,30702,987
1590,認,14,6,2,ニン、みと-める,witness; sight; discern; authorize; recognize; appreciate; approve of; judge; conclude; believe; regard as ,241815,191
1132,誓,14,7,1,セイ、ちか-う,swear; plegde; vow,7426,1516
1345,誕,15,6,1,タン,be born; deceive; lie; be arbitrary,21857,1105
1982,誘,14,7,1,ユウ、さそ-う,invite; ask; call for; provoke; cause; bring (tears); allure; tempt; seduce  ,25201,1053
584,語,14,2,4,ゴ、かた-る、かた-らう,word; speech; language; term,191480,260
1129,誠,13,6,1,セイ、まこと,admonish; warn; prohibit,26839,1027
585,誤,14,6,2,ゴ、あやま-る,err; be mistaken; do wrong; mislead,26573,1033
1163,説,14,4,2,セツ、[ゼイ]、と-く,opinion; view; assertion; comment; theory; rumor; report; version  ,277598,164
1556,読,14,2,4,ドク、トク、[トウ]、よ-む,reading,95555,501
1332,誰,15,7,1,だれ,-,24845,1063
162,課,15,4,2,カ,lesson; section; department; allotment; division,93601,512
1415,調,15,3,2,チョウ、しら-べる、ととの-う、ととの-える,tune; tone; meter; key (in music); style of writing; tax in kind ,380533,104
1353,談,15,3,2,ダン,conversation; talk,135061,368
1134,請,15,7,1,セイ、[シン]、こ-う、う-ける,requesting; inviting,75093,607
2128,論,15,6,2,ロン,argument; discourse,197415,254
1458,諦,16,7,-,テイ、あきら-める,abandon; give up; resign to; be reconciled to,417,2055
195,諧,16,7,-,カイ,harmony; order; suitability,308,2080
1967,諭,16,7,1,ユ、さと-す,admonish; charge; remonstrate with; counsel; persuade; warn; make known to,13813,1309
805,諮,16,7,1,シ、はか-る,consult with,11985,1364
951,諸,15,6,2,ショ,many; several; various; all,36135,925
1325,諾,15,7,1,ダク,assent; consent; agreement,4088,1719
1873,謀,16,7,1,ボウ、[ム]、はか-る,plan; devise; scheme; counsel with; have in mind; aim at; deceive; impose on,10184,1421
85,謁,15,7,1,エツ,audience (with a ruler),141,2120
1532,謄,17,7,1,トウ,copy,266,2091
1572,謎,17,7,1,なぞ,-,4515,1690
539,謙,17,7,1,ケン,humble oneself; condescend; be modest,7011,1537
648,講,17,5,2,コウ,lecture; club; association ,56715,726
852,謝,17,5,1,シャ、あやま-る,thank; apologize; decline; refuse; take one's leave ,38160,893
2011,謡,16,7,1,ヨウ、うたい、うた-う,chant,4420,1695
441,謹,17,7,1,キン、つつし-む,be discreet; be careful; be prudent; be cautious; restrain oneself; be moderate,1750,1894
827,識,19,5,2,シキ,know; discriminate; write,91776,523
1758,譜,19,7,1,フ,music; note; staff; score; album; record; table; genealogy,12459,1349
496,警,19,6,2,ケイ,admonish; warn; prohibit,168039,294
349,議,20,4,2,ギ,consultation; deliberation; debate; consideration; proposal; suggestion,557609,57
1027,譲,20,7,1,ジョウ、ゆず-る,turn over; hand over; transfer; convey; assign; deed; bequeath; give away; give up; sell; dispose of; yield to; be inferior to; defer; postpone ,24866,1062
586,護,20,5,1,ゴ,defend; protect; keep; observe; obey; abide by; stick to; be true to,145034,343
659,谷,7,2,2,コク、たに,valley; dale; ravine; trough (of a wave); trough (in atmospheric pressure) ,146721,341
1503,豆,7,3,1,トウ、[ズ]、まめ,beans; peas; pulse,13899,1304
1848,豊,13,5,2,ホウ、ゆた-か,abundant; rich; fruitful,59433,701
1562,豚,11,7,1,トン、ぶた,hog,5429,1627
996,象,12,4,2,ショウ、ゾウ,image; shape; sign (of the times). elephant,117221,425
656,豪,14,7,1,ゴウ,great; powerful; excelling,31718,976
1870,貌,14,7,-,ボウ,form; appearance; countenance,1066,1964
196,貝,7,1,2,かい,-,4204,1705
1446,貞,9,7,1,テイ,chastity; constancy; righteousness,8656,1472
1747,負,9,3,2,フ、ま-ける、ま-かす、お-う,negative; minus; minus sign ,152042,329
720,財,10,5,2,ザイ、[サイ],money; wealth; assets; property,130034,381
626,貢,10,7,1,コウ、[ク]、みつ-ぐ,tribute,16232,1247
1731,貧,11,5,2,ヒン、ビン、まず-しい,poverty,16085,1252
151,貨,11,4,2,カ,property; freight; goods,25454,1047
1670,販,11,7,2,ハン,sell; trade,79713,590
1564,貪,11,7,-,ドン、むさぼ-る,coveting,330,2072
262,貫,11,7,1,カン、つらぬ-く,8.3/1 pounds,17190,1221
1149,責,11,5,2,セキ、せ-める,condemn; blame; censure; criticize; take to task; torture; persecute; urge; tease (to do something) ,73506,615
1391,貯,12,4,2,チョ,store; lay in stock; save; keep; wear (a mustache),12502,1346
330,貴,12,6,1,キ、たっと-い、とうと-い、たっと-ぶ、とうと-ぶ,value; prize; esteem; respect; honor; revere,40784,871
1628,買,12,2,3,バイ、か-う,buying,79473,591
1307,貸,12,5,3,タイ、か-す,lend; hire out; rent; lease; give credit to ,20579,1129
1699,費,12,4,2,ヒ、つい-やす、つい-える,expenses; cost,149544,336
1407,貼,12,7,1,チョウ、は-る,counter for medicine packages,232,2100
1869,貿,12,5,2,ボウ,exchange,20655,1127
169,賀,12,5,1,ガ,congratulations; felicitations; compliments; joy of the occasion,54494,747
2112,賂,13,7,-,ロ,bribe,90,2127
1425,賃,13,6,1,チン,hire; rent; wages; fare; freight; charge; fee,20150,1141
2131,賄,13,7,1,ワイ、まかな-う,board; supply; finance,8215,1489
799,資,13,5,2,シ,resources; capital; funds; materials; data; quality; disposition; help ,225264,218
1274,賊,13,7,1,ゾク,robber; rebel; traitor,3456,1758
1732,賓,15,7,1,ヒン,guest,1926,1875
755,賛,15,5,2,サン,praise; title or brief inscription on picture; agreement,35559,935
804,賜,15,7,1,シ、たまわ-る,deign to; grant; give; bestow on; honor with ,1110,1959
1005,賞,15,4,2,ショウ,prize; reward; praise,161830,308
1629,賠,15,7,1,バイ,indemnify,16980,1228
538,賢,16,7,2,ケン、かしこ-い,wisdom; cleverness,14354,1293
1757,賦,15,7,1,フ,ode; prose poem; poetical prose; tribute; exacted service; installment ,442,2050
838,質,15,5,3,シツ、シチ、[チ],substance; matter; quality; temperament. hostage; pawn; pledge; hock ,112708,444
1492,賭,16,7,1,ト、か-ける,gambling,3464,1757
649,購,17,7,1,コウ,buy,24402,1067
1259,贈,18,7,2,ゾウ、[ソウ]、おく-る,present (something),19813,1148
1141,赤,7,1,3,セキ、[シャク]、あか、あか-い、あか-らむ、あか-らめる,red; crimson; scarlet,68494,646
848,赦,11,7,1,シャ,forgiveness,1689,1897
1221,走,7,2,3,ソウ、はし-る,run; rush; flee; turn to; become; go to excess,85281,563
1748,赴,9,7,1,フ、おもむ-く,proceed to; get; become; tend toward,2937,1797
317,起,10,3,3,キ、お-きる、お-こる、お-こす,get up; rise; awake; occur; (a fire) is kindled ,143238,348
1408,超,12,7,2,チョウ、こ-える、こ-す,super-; ultra-,67462,652
84,越,12,7,2,エツ、こ-す、こ-える,cross; pass; spend; tide over; outrun; exceed; surpass; move; go; come,78816,596
875,趣,15,7,1,シュ、おもむき,proceed to; become; tend toward,13442,1321
1263,足,7,1,3,ソク、あし、た-りる、た-る、た-す,foot; leg; counter for pairs of footwear,134406,369
390,距,12,7,1,キョ,be distant,24305,1069
1150,跡,13,7,2,セキ、あと,mark; print; impression; trace; track; trail; wake; marks; traces; evidence; scar; ruins; precedent,33663,957
2113,路,13,3,2,ロ、じ,road; route; path,101773,480
1410,跳,13,7,1,チョウ、は-ねる、と-ぶ,leap; spring up; hop; jerk; prance; buck; bound; spatter; splash; snap; crack; sputter; close; be over ,8562,1475
1186,践,13,7,1,セン,step on; trample on; stamp on; carry through; practice; appraise; set foot on; evade payment,5799,1606
2007,踊,14,7,2,ヨウ、おど-る、おど-り,dance; leap; skip; throb (the heart); act as a cat's-paw; double (the interest on a debt),9796,1438
1529,踏,15,7,1,トウ、ふ-む、ふ-まえる,step on; trample on; stamp on; carry through; practice; appraise; set foot on; evade payment ,45834,814
1248,踪,15,7,-,ソウ,remains (of something); clue; footprint,661,2018
905,蹴,19,7,1,シュウ、け-る,kick,968,1972
1961,躍,21,7,1,ヤク、おど-る,dance; leap; skip; throb (the heart); act as a cat's-paw; double (the interest on a debt),37975,897
1046,身,7,3,2,シン、み,body; person; the quick; one's station in life; self; heart; soul; mind; ability; flesh; meat; life; blade; container; garment width ,164014,305
843,車,7,1,4,シャ、くるま,vehicle; a vehicle load,222210,225
