Core-index,Vocab-expression,Vocab-kana,Vocab-meaning,jlpt ,Vocab-pos
1471,ガソリンスタンド,ガソリンスタンド,gas station,JLPT3,Noun
479,社長,しゃちょう,president (of a company),JLPT3,Noun
892,長さ,ながさ,length,JLPT0,Noun
737,海,うみ,sea; ocean,JLPT4,Noun
643,全く,まったく,entirely; truly; indeed,JLPT2,Adverb
1796,七,しち,seven,JLPT4,Noun
736,人口,じんこう,population,JLPT3,Noun
1537,億,おく,hundred million,JLPT3,Noun
1100,黒,くろ,black,JLPT2,Noun
1535,ミルク,ミルク,milk; baby milk,JLPT2,Noun
552,銀行,ぎんこう,bank,JLPT4,Noun
991,牛肉,ぎゅうにく,beef,JLPT4,Noun
1174,グラム,グラム,gram,JLPT4,Noun
1653,魚,さかな,fish,JLPT4,Noun
950,野菜,やさい,vegetable,JLPT4,Noun
1430,本屋,ほんや,bookstore; bookseller,JLPT0,Noun
1541,八百屋,やおや,vegetable store; greengrocer,JLPT4,Noun
1779,そっち,そっち,there; thou,JLPT2,Noun
1800,そば屋,そばや,soba restaurant,JLPT0,Noun
1801,たばこ屋,たばこや,cigarette shop; tobacco store,JLPT0,Noun
1898,つく,つく,be on; switched on,JLPT3,Verb
1292,茶,ちゃ,tea (plain form),JLPT2,Noun
1296,お茶,おちゃ,tea (polite),JLPT4,Noun
1892,茶わん,ちゃわん,tea cup; rice bowl,JLPT0,Noun
1163,週末,しゅうまつ,weekend,JLPT0,Noun
1004,レストラン,レストラン,restaurant,JLPT4,Noun
921,無理,むり,unreasonable; impossible; forced,JLPT3,Adjectival Noun
1752,無くなる,なくなる,disappear; run short; get lost,JLPT3,Verb
1264,作文,さくぶん,composition; essay,JLPT4,Noun
1676,ジャム,ジャム,jam,JLPT3,Noun
1868,ジャガイモ,ジャガイモ,potato,JLPT0,Noun
1468,ストーブ,ストーブ,paraffin heater; stove,JLPT4,Noun
1590,交通費,こうつうひ,traveling expense; transportation cost,JLPT0,Noun
1935,火,ひ,fire,JLPT3,Noun
1170,売り場,うりば,sales floor; department,JLPT3,Noun
609,サービス,サービス,service; on the house,JLPT2,Verbal Noun
1123,何度,なんど,how many degrees; how many times,JLPT0,Noun
596,商品,しょうひん,goods; commodities,JLPT2,Noun
469,上がる,あがる,go up; rise,JLPT0,Verb
723,ビル,ビル,building,JLPT3,Noun
1422,エスカレーター,エスカレーター,escalator,JLPT3,Noun
1042,階段,かいだん,steps; flight of stairs,JLPT4,Noun
1208,下りる,おりる,go down; come down,JLPT3,Verb
891,値段,ねだん,price,JLPT2,Noun
1896,ちょうど,ちょうど,just; as if,JLPT4,Adverb
468,価格,かかく,price; cost,JLPT2,Noun
649,最後,さいご,last; final,JLPT3,Noun
874,売れる,うれる,sell; be in demand,JLPT2,Verb
960,夏休み,なつやすみ,summer vacation,JLPT4,Noun
1136,プール,プール,pool,JLPT4,Noun
1386,日,ひ,sun; sunlight; day,JLPT3,Noun
1130,スキー,スキー,ski; skiing,JLPT2,Noun
1435,四季,しき,the four seasons,JLPT2,Noun
1527,クーラー,クーラー,air conditioning; cooler,JLPT2,Noun
1790,アイス,アイス,popsicle; ice lolly,JLPT0,Noun
1878,外,そと,outside; open air,JLPT4,Noun
890,熱,ねつ,heat; fever,JLPT3,Noun
1003,下がる,さがる,come down; hang down; fall,JLPT0,Verb
1635,ウール,ウール,wool,JLPT2,Noun
1767,暖める,あたためる,warm; warm up; heat up,JLPT2,Verb
1817,暖まる,あたたまる,get warm,JLPT2,Verb
615,達する,たっする,attain; reach,JLPT2,Verb
840,温度,おんど,temperature,JLPT2,Noun
1198,気温,きおん,temperature,JLPT2,Noun
977,台風,たいふう,typhoon,JLPT3,Noun
685,事情,じじょう,circumstances; conditions,JLPT2,Noun
436,コンピューター,コンピューター,computer,JLPT2,Noun
1243,コート,コート,court,JLPT4,Noun
1327,新年,しんねん,New Year,JLPT0,Noun
1902,寺,てら,buddhist temple,JLPT3,Noun
1670,カセットテープ,カセットテープ,cassette tape,JLPT0,Noun
1884,台,だい,stand; platform,JLPT2,Noun
1228,少しも,すこしも,at all,JLPT2,Adverb
1132,安心,あんしん,peace of mind; relief,JLPT3,Verbal Noun
1520,ハンドバッグ,ハンドバッグ,handbag,JLPT2,Noun
1553,ライター,ライター,lighter,JLPT2,Noun
831,考え,かんがえ,thought; view; idea,JLPT2,Noun
463,解決,かいけつ,solution; settlement,JLPT2,Verbal Noun
703,つまり,つまり,in short; basically,JLPT2,Adverb
965,女の子,おんなのこ,girl; daughter,JLPT4,Noun
577,可能,かのう,possible; potential,JLPT2,Adjectival Noun
1534,不便,ふべん,inconvenient,JLPT3,Adjectival Noun
1999,郵便屋さん,ゆうびんやさん,mailman,JLPT0,Noun
1818,あっち,あっち,other side; there,JLPT2,Noun
1312,火事,かじ,fire,JLPT3,Noun
1474,交番,こうばん,police box,JLPT4,Noun
1071,番号,ばんごう,number; serial number,JLPT4,Noun
928,近所,きんじょ,neighborhood,JLPT3,Noun
1204,住所,じゅうしょ,one's dwelling; address,JLPT3,Noun
1574,ぶらぶら,ぶらぶら,wander aimlessly; hang about,JLPT1,Adverb
1954,便所,べんじょ,lavatory; bathroom,JLPT2,Noun
1605,ボールペン,ボールペン,ballpoint pen,JLPT4,Noun
1633,名字,みょうじ,surname; family name,JLPT2,Noun
1647,ローマ字,ろーまじ,Roman alphabet,JLPT0,Noun
1867,氏名,しめい,name,JLPT2,Noun
1183,外人,がいじん,foreigner; alien,JLPT0,Noun
1965,南,みなみ,south,JLPT4,Noun
473,初めて,はじめて,for the first time,JLPT4,Adverb
1247,水道,すいどう,water service; channel,JLPT3,Noun
597,都市,とし,cities; urban community,JLPT2,Noun
1494,都合,つごう,circumstances,JLPT3,Noun
1816,朝御飯,あさごはん,breakfast,JLPT4,Noun
1873,心配,しんぱい,anxiety; worry; good offices,JLPT3,Verbal Noun
1390,見送り,みおくり,seeing someone off,JLPT2,Verbal Noun
907,コース,コース,course; route,JLPT2,Noun
1151,メモ,メモ,memorandum; memo pad,JLPT2,Noun
1344,取れる,とれる,come off; be removed,JLPT2,Verb
1750,ティッシュ,ティッシュ,tissue,JLPT0,Noun
1791,いつごろ,いつごろ,about when; about what time,JLPT0,Noun
1831,書き取る,かきとる,write down; note down,JLPT1,Verb
1134,なかなか,なかなか,not at all; hardly,JLPT3,Adverb
1348,郵便,ゆうびん,mail service; postal matter,JLPT2,Noun
758,そのまま,そのまま,like that; unchanged,JLPT2,Adverb
410,持つ,もつ,maintain; last long,JLPT4,Verb
1279,バッグ,バッグ,bag,JLPT2,Noun
1463,マッチ,マッチ,match; matchbox,JLPT4,Noun
1573,ビデオテープ,ビデオテープ,videotape,JLPT0,Noun
1661,持って行く,もっていく,take,JLPT0,Verb
1742,持って来る,もってくる,bring,JLPT0,Verb
1880,ソファー,ソファー,sofa; sofa bed,JLPT2,Noun
1115,投げる,なげる,throw; abandon,JLPT3,Verb
460,女性,じょせい,woman; female,JLPT3,Noun
499,生産,せいさん,production,JLPT2,Verbal Noun
870,有名,ゆうめい,famous,JLPT4,Adjectival Noun
757,生徒,せいと,pupil; student,JLPT4,Noun
640,グループ,グループ,group,JLPT2,Noun
985,来月,らいげつ,next month,JLPT4,Noun
1144,見学,けんがく,observation tour; study tour; field trip,JLPT2,Verbal Noun
1188,通学,つうがく,attending school; going to school,JLPT2,Verbal Noun
1246,ビザ,ビザ,visa,JLPT0,Noun
2000,可,か,permitted; OK,JLPT2,Noun
813,小学校,しょうがっこう,elementary school,JLPT3,Noun
893,クラス,クラス,class,JLPT4,Noun
1030,校長,こうちょう,principal; schoolmaster,JLPT3,Noun
1673,休校,きゅうこう,temporary closure of school,JLPT0,Verbal Noun
1710,忘れ物,わすれもの,something left behind; lost item,JLPT3,Noun
607,場所,ばしょ,place; space,JLPT2,Noun
1620,読み方,よみかた,way of reading; reading,JLPT0,Noun
1016,育つ,そだつ,be brought up; grow,JLPT2,Verb
534,ソフト,ソフト,software; programme,JLPT1,Noun
844,風,かぜ,wind,JLPT4,Noun
1792,ウィスキー,ウィスキー,whisky,JLPT0,Noun
674,取引,とりひき,transaction; dealings,JLPT1,Verbal Noun
1238,ボタン,ボタン,button,JLPT4,Noun
1256,押さえる,おさえる,hold down,JLPT0,Verb
1120,ピアノ,ピアノ,piano,JLPT2,Noun
993,慣れる,なれる,grow accustomed to,JLPT3,Verb
1114,習慣,しゅうかん,custom; habit,JLPT3,None
1909,何,なん,what; which,JLPT4,Noun
401,問題,もんだい,problem; question,JLPT4,Noun
431,最近,さいきん,late; recent,JLPT3,Noun
486,社会,しゃかい,society,JLPT3,Noun
518,部分,ぶぶん,part; section,JLPT2,Noun
537,これら,これら,these,JLPT2,Noun
666,簡単,かんたん,simple; easy,JLPT3,Adjectival Noun
762,複雑,ふくざつ,complicated; intricate,JLPT3,Adjectival Noun
1915,人間,にんげん,human being; people,JLPT2,Noun
1201,外国語,がいこくご,foreign language,JLPT0,Noun
1017,数える,かぞえる,count; calculate,JLPT2,Verb
1023,回す,まわす,turn; rotate,JLPT2,Verb
647,担当,たんとう,person in charge,JLPT2,Verbal Noun
1956,本当,ほんとう,truth; reality,JLPT2,Noun
429,方法,ほうほう,method; procedure,JLPT2,Noun
824,法律,ほうりつ,law,JLPT3,Noun
601,経験,けいけん,experience,JLPT3,Verbal Noun
769,経つ,たつ,pass; elapse,JLPT2,Verb
444,経済,けいざい,economy; economics,JLPT3,Noun
868,工業,こうぎょう,industry; manufacturing industry,JLPT3,Noun
1157,便利,べんり,convenience; handiness,JLPT4,Adjectival Noun
742,製造,せいぞう,production; manufacture,JLPT2,Verbal Noun
404,必要,ひつよう,need; necessity,JLPT3,Adjectival Noun
495,作業,さぎょう,work; operation,JLPT2,Verbal Noun
646,協力,きょうりょく,cooperation; collaboration,JLPT2,Verbal Noun
1313,シャツ,シャツ,shirt,JLPT4,Noun
1128,重さ,おもさ,weight,JLPT0,Noun
1812,割り算,わりざん,division,JLPT0,Verbal Noun
593,残る,のこる,remain; be left over,JLPT3,Verb
1345,ペン,ペン,pen,JLPT4,Noun
1406,貸し出す,かしだす,lend; lend out,JLPT0,Verb
1695,消しゴム,けしごむ,eraser,JLPT2,Noun
1341,混む・込む,こむ・こむ,be crowded; be congested,JLPT0,Verb
488,期待,きたい,expectation; anticipation,JLPT2,Verbal Noun
693,期間,きかん,term; period,JLPT2,Noun
741,時期,じき,time; season,JLPT2,Noun
731,限る,かぎる,be limited to,JLPT2,Verb
804,急ぐ,いそぐ,hurry; hasten,JLPT3,Verb
964,急に,きゅうに,suddenly; unexpectedly,JLPT2,Adverb
1544,急行,きゅうこう,express train; going in a hurry,JLPT3,Noun
938,思い出す,おもいだす,recollect; recall,JLPT3,Verb
974,切れる,きれる,run out; expire; can cut,JLPT2,Verb
1084,郵便局,ゆうびんきょく,post office,JLPT4,Noun
1314,ナイフ,ナイフ,knife,JLPT4,Noun
1352,切手,きって,postage stamp,JLPT4,Noun
1485,チーズ,チーズ,cheese,JLPT2,Noun
1727,売り切れ,うりきれ,sellout; sold out,JLPT2,Noun
1281,切符,きっぷ,ticket,JLPT4,Noun
1602,入場券,にゅうじょうけん,entrance ticket,JLPT0,Noun
1054,家賃,やちん,rent,JLPT2,Noun
740,時代,じだい,age; antiquity,JLPT3,Noun
1630,定期券,ていきけん,commuter's pass,JLPT2,Noun
496,予定,よてい,schedule; plan,JLPT3,Verbal Noun
1437,天気予報,てんきよほう,weather forecast,JLPT3,Noun
1515,カレンダー,カレンダー,calendar,JLPT4,Noun
1738,予習,よしゅう,preparation; previewing (a lesson),JLPT3,Verbal Noun
1774,九,く,nine,JLPT2,Noun
1050,予約,よやく,reservation; subscription,JLPT3,Verbal Noun
1461,チャンネル,チャンネル,channel,JLPT1,Noun
504,変化,へんか,change,JLPT2,Verbal Noun
580,強化,きょうか,strengthening,JLPT2,Verbal Noun
660,文化,ぶんか,culture,JLPT3,Noun
442,増える,ふえる,increase; accrue,JLPT3,Verb
772,外国人,がいこくじん,foreigner,JLPT4,Noun
509,減る,へる,decrease; diminish,JLPT2,Verb
882,減らす,へらす,decrease; reduce,JLPT2,Verb
768,雨,あめ,rain,JLPT4,Noun
792,雪,ゆき,snow; snowfall,JLPT4,Noun
798,もし,もし,if; in case of,JLPT3,Adverb
1150,エレベーター,エレベーター,elevator,JLPT4,Noun
1357,きっと,きっと,surely; certainly,JLPT3,Adverb
1860,ざあざあ,ざあざあ,heavily; pouring,JLPT0,Adverb
651,ホテル,ホテル,hotel,JLPT4,Noun
806,必ず,かならず,without fail; certainly,JLPT3,Adverb
906,夕方,ゆうがた,evening,JLPT4,Noun
1044,コート,コート,coat; jacket,JLPT4,Noun
1604,パジャマ,パジャマ,pajamas,JLPT1,Noun
1610,そちら,そちら,there; that way,JLPT4,Noun
1789,レインコート,レインコート,raincoat,JLPT2,Noun
1481,上着,うわぎ,coat; jacket,JLPT4,Noun
1455,役に立つ,やくにたつ,be useful; be helpful,JLPT3,Verb
889,席,せき,seat; one's place,JLPT3,Noun
1364,空く,あく,become available or vacant,JLPT3,Verb
1543,代える,かえる,substitute; use in place of,JLPT2,Verb
480,全国,ぜんこく,the whole country,JLPT2,Noun
998,降りる,おりる,get off; land,JLPT4,Verb
1299,次男,じなん,second son,JLPT0,Noun
1316,次女,じじょ,second daughter,JLPT0,Noun
1835,方,かた,person　（polite form),JLPT2,Noun
761,運ぶ,はこぶ,carry; transport,JLPT3,Verb
1987,ウェーター,ウェーター,waiter,JLPT0,Noun
867,打つ,うつ,hit; strike,JLPT3,Verb
895,トラック,トラック,truck; lorry,JLPT2,Noun
793,動物,どうぶつ,animal,JLPT4,Noun
845,早く,はやく,early; soon,JLPT0,Adverb
1732,速達,そくたつ,special delivery; express mail,JLPT2,Noun
513,開始,かいし,beginning,JLPT2,Verbal Noun
542,制度,せいど,system; organization,JLPT2,Noun
559,株,かぶ,stocks; shares,JLPT2,Noun
972,テスト,テスト,test; exam,JLPT4,Verbal Noun
1253,そろそろ,そろそろ,soon; quietly,JLPT3,Adverb
1869,車道,しゃどう,road; roadway,JLPT0,Noun
1996,始めに,はじめに,in the beginning; early in,JLPT2,Adverb
589,ほぼ,ほぼ,almost; nearly,JLPT2,Adverb
808,やっと,やっと,at last; finally,JLPT3,Adverb
407,現在,げんざい,the present; present time,JLPT2,Noun
512,実施,じっし,enforcement; implementation,JLPT2,Verbal Noun
553,事実,じじつ,fact; truth,JLPT2,Noun
704,通過,つうか,passing; passage,JLPT2,Verbal Noun
818,過ぎる,すぎる,pass by; exceed,JLPT3,Verb
656,過去,かこ,the past,JLPT2,Noun
591,発生,はっせい,occurrence; happening,JLPT1,Verbal Noun
885,出発,しゅっぱつ,departure; starting,JLPT3,Verbal Noun
1512,発車,はっしゃ,start; leave,JLPT2,Verbal Noun
1566,下り,くだり,downhill; going down,JLPT2,Noun
1830,表,おもて,front side; face; outside,JLPT3,Noun
1941,表,ひょう,table; list,JLPT2,Noun
782,手紙,てがみ,letter,JLPT4,Noun
966,ポスト,ポスト,post box; letter box,JLPT2,Noun
1953,返事,へんじ,answer; reply,JLPT3,Verbal Noun
657,作品,さくひん,work of art; piece,JLPT2,Noun
841,雑誌,ざっし,magazine; journal,JLPT4,Noun
1427,売店,ばいてん,booth; store,JLPT2,Noun
708,音,おと,sound; noise,JLPT3,Noun
765,工事,こうじ,construction,JLPT2,Verbal Noun
919,下げる,さげる,lower; turn down,JLPT3,Verb
1156,びっくりする,びっくりする,surprised,JLPT3,Verb
1417,うるさい,うるさい,noisy; annoying; pesky,JLPT3,Adjective
1439,変,へん,strange; weird; funny,JLPT3,Adjectival Noun
1995,音,おと,sound; speech sound; Chinese pronunciation of a character,JLPT3,Noun
446,生活,せいかつ,life; living,JLPT3,Verbal Noun
810,音楽,おんがく,music,JLPT4,Noun
1747,段々,だんだん,gradually; one after another,JLPT0,Adverb
1021,薬,くすり,drug; remedy; chemical,JLPT4,Noun
880,歌,うた,song,JLPT4,Noun
1833,歌手,かしゅ,singer,JLPT2,Noun
1952,下手,へた,not good at,JLPT4,Adjectival Noun
1618,欲しがる,ほしがる,desire; wish for; covet,JLPT0,Verb
475,一部,いちぶ,part,JLPT0,Noun
1009,絵,え,picture; painting; drawing,JLPT4,Noun
1997,一人で,ひとりで,by oneself,JLPT0,Adverb
467,話,はなし,talk; story,JLPT4,Noun
1013,面白い,おもしろい,interesting; amusing,JLPT0,Adjective
1305,全然,ぜんぜん,wholly; at all,JLPT2,Adverb
1859,こんなに,こんなに,this; so; such,JLPT2,Adverb
1303,写る,うつる,be taken; be seen through,JLPT2,Verb
569,写真,しゃしん,photograph,JLPT4,Noun
1369,真ん中,まんなか,center; middle,JLPT0,Noun
1403,真っ白,まっしろ,pure-white,JLPT2,Adjectival Noun
1498,真っ暗,まっくら,pitch-dark,JLPT2,Adjectival Noun
1550,真っ黒,まっくろ,deep-black; jet-black,JLPT2,Adjectival Noun
1707,真っ青,まっさお,deep-blue; pale (skin),JLPT2,Adjectival Noun
1882,空,そら,sky; weather,JLPT4,Noun
1102,品物,しなもの,article; thing,JLPT3,Noun
1169,青,あお,blue; green; green light,JLPT2,Noun
1614,どっち,どっち,which,JLPT3,Noun
1872,白,しろ,white,JLPT2,Noun
743,大型,おおがた,large; large scale,JLPT0,Noun
482,重要,じゅうよう,important; essential,JLPT2,Adjectival Noun
579,種類,しゅるい,kind; species,JLPT2,Noun
637,直す,なおす,repair; cure; alter,JLPT3,Verb
1479,真っ直ぐ,まっすぐ,dead straight; honestly,JLPT2,Adverb
1500,売り切れる,うりきれる,be sold out; go out of stock,JLPT2,Verb
1599,三角,さんかく,triangle,JLPT2,Noun
1627,四角,しかく,square; quadrilateral,JLPT2,Adjectival Noun
1628,四角い,しかくい,square; four-sided,JLPT2,Adjective
999,曲,きょく,song; melody; tune,JLPT0,Noun
1355,曲げる,まげる,bend; curve,JLPT2,Verb
1545,交差点,こうさてん,crossing; intersection,JLPT2,Noun
1597,角,かど,corner; edge; angle,JLPT4,Noun
1982,四つ角,よつかど,street corner; intersection,JLPT2,Noun
1986,曲がり角,まがりかど,corner,JLPT0,Noun
575,計算,けいさん,calculation,JLPT2,Verbal Noun
620,年度,ねんど,year; school year,JLPT2,Noun
1210,間違い,まちがい,mistake; error,JLPT2,Noun
1374,間違える,まちがえる,mistake; confuse,JLPT3,Verb
1444,間違う,まちがう,be mistaken; be incorrect,JLPT0,Verb
433,世界,せかい,world,JLPT3,Noun
465,多く,おおく,much; largely,JLPT0,Adverb
961,毎年,まいとし,every year,JLPT4,Noun
1028,フィルム,フィルム,film,JLPT4,Noun
1037,思い出,おもいで,recollections; memory,JLPT2,Noun
1051,一昨年,おととし,the year before last,JLPT0,Noun
1306,やっぱり,やっぱり,just as I thought; after all,JLPT3,Adverb
408,利用,りよう,utilization; usage,JLPT3,Verbal Noun
995,返す,かえす,return; repay,JLPT4,Verb
1771,がらがら,がらがら,empty,JLPT0,Adjective
1153,旅館,りょかん,Japanese inn,JLPT3,Noun
1832,泊める,とめる,lodge; give shelter,JLPT2,Verb
1680,トランプ,トランプ,(a pack of) cards; (playing) cards,JLPT2,Verbal Noun
1828,おばさん,おばさん,aunt,JLPT0,Noun
425,ドル,ドル,dollar,JLPT0,Noun
1239,洋服,ようふく,clothes,JLPT4,Noun
902,教室,きょうしつ,classroom; class,JLPT4,Noun
1601,図書室,としょしつ,library,JLPT0,Noun
420,販売,はんばい,sale; selling,JLPT2,Verbal Noun
830,窓,まど,window; windowpane,JLPT4,Noun
508,土地,とち,land,JLPT2,Noun
696,届く,とどく,reach; be received,JLPT2,Verb
827,ずっと,ずっと,all day; from start to finish,JLPT2,Adverb
847,運転,うんてん,drive,JLPT3,Verbal Noun
869,サラリーマン,サラリーマン,office worker; salaried worker; company employee,JLPT2,Noun
1271,ネクタイ,ネクタイ,tie; necktie,JLPT4,Noun
